stock,endDate,accountsPayable,inventory,longTermDebt,netReceivables,netTangibleAssets,longTermInvestments,totalCurrentAssets,propertyPlantEquipment,otherStockholderEquity,deferredLongTermAssetCharges,totalCurrentLiabilities,cash,otherAssets,treasuryStock,goodWill,otherLiab,retainedEarnings,otherCurrentAssets,commonStock,totalAssets,otherCurrentLiab,deferredLongTermLiab,totalStockholderEquity,totalLiab,capitalSurplus,intangibleAssets,shortTermInvestments,shortLongTermDebt,minorityInterest_x,capitalExpenditures,changeToNetincome,changeToAccountReceivables,changeToInventory,dividendsPaid,otherCashflowsFromInvestingActivities,depreciation,totalCashFromOperatingActivities,effectOfExchangeRate,repurchaseOfStock,changeInCash,netIncome_x,changeToOperatingActivities,totalCashFromFinancingActivities,netBorrowings,totalCashflowsFromInvestingActivities,changeToLiabilities,issuanceOfStock,investments,otherCashflowsFromFinancingActivities,netIncomeApplicableToCommonShares,netIncomeFromContinuingOps,totalOtherIncomeExpenseNet,costOfRevenue,totalOperatingExpenses,totalRevenue,incomeTaxExpense,interestExpense,operatingIncome,ebit,grossProfit,sellingGeneralAdministrative,netIncome_y,incomeBeforeTax,researchDevelopment,minorityInterest_y,otherOperatingExpenses,discontinuedOperations
AVD,2020-03-31,64333000.0,175861000.0,168225000.0,158049000.0,98410000.0,9450176000.0,350603000.0,68330000.0,-14761000.0,7150000.0,139307000.0,5544000.0,19011000.0,-32921000.0,41974000.0,26506000.0,274052000.0,454384000.0,3319000.0,674241000.0,4675000.0,4362000000.0,334207000.0,340034000.0,89757000.0,193823000.0,37776000.0,37230000.0,31786000.0,-2980000.0,1646000.0,-5472000.0,-16446000.0,-582000.0,-12041000.0,5788000.0,-13946000.0,-752000.0,-2177000.0,-1037000.0,520000,3146000.0,16641000.0,19400000.0,-2980000.0,-2531000,414000000.0,-3840000.0,917869000.0,520000.0,520000.0,-1521000,57581000,94126000,95962000,-205000,-1508000.0,1836000.0,1836000,38381000,30391000.0,520000,315000.0,6154000.0,31786000.0,578000000.0,-149759000.0
AVD,2019-12-31,64881000.0,163313000.0,148766000.0,155848000.0,99222000.0,9450176000.0,336199000.0,67779000.0,-5698000.0,7150000.0,138638000.0,6581000.0,21186000.0,-23858000.0,46557000.0,32035000.0,274118000.0,454384000.0,3324000.0,670098000.0,8339000.0,4362000000.0,344156000.0,325942000.0,90572000.0,198377000.0,37776000.0,37230000.0,31786000.0,-2439000.0,4893000.0,4600000.0,23530000.0,-582000.0,-12041000.0,5784000.0,31087000.0,-519000.0,-2177000.0,694000.0,3436000,-12762000.0,-17419000.0,-16300000.0,-12455000.0,3984000,414000000.0,-3840000.0,917869000.0,3436000.0,3436000.0,-1663000,83986000,124280000,130522000,1143000,-1785000.0,6242000.0,6242000,46536000,34180000.0,3436000,4579000.0,6114000.0,31786000.0,578000000.0,-149759000.0
AVD,2019-09-30,67188000.0,186285000.0,165008000.0,154091000.0,103009000.0,9450176000.0,356994000.0,67516000.0,-6699000.0,7150000.0,143174000.0,5887000.0,21810000.0,-24859000.0,38435000.0,27715000.0,271263000.0,454384000.0,3325000.0,681297000.0,1673000.0,4362000000.0,337986000.0,343311000.0,88257000.0,196542000.0,37776000.0,37230000.0,31786000.0,-3330000.0,2039000.0,-23824000.0,7922000.0,-581000.0,-12041000.0,5687000.0,10402000.0,-260000.0,-2177000.0,-420000.0,3153000,11162000.0,302000.0,400000.0,-10864000.0,4260000,414000000.0,-3840000.0,917869000.0,3153000.0,3153000.0,-2159000,77421000,118098000,124884000,1474000,-2070000.0,6786000.0,6786000,47463000,35260000.0,3153000,4627000.0,5417000.0,31786000.0,578000000.0,-149759000.0
AVD,2019-06-30,62220000.0,193393000.0,164574000.0,131475000.0,100075000.0,9450176000.0,342892000.0,66057000.0,-5619000.0,7150000.0,129297000.0,6307000.0,23087000.0,-23779000.0,39436000.0,30346000.0,268692000.0,454384000.0,3321000.0,665809000.0,2071000.0,4362000000.0,333848000.0,331961000.0,85614000.0,194337000.0,37776000.0,37230000.0,31786000.0,-3847000.0,-218000.0,1029000.0,-3872000.0,-579000.0,-12041000.0,5688000.0,-11823000.0,718000.0,-2177000.0,-350000.0,3106000,6174000.0,14658000.0,15200000.0,-3903000.0,-18500000,414000000.0,-3840000.0,917869000.0,3106000.0,3106000.0,-1461000,71451000,107313000,113104000,1224000,-1925000.0,5791000.0,5791000,41653000,29006000.0,3106000,4330000.0,6856000.0,31786000.0,578000000.0,-149759000.0
TLGT,2020-03-31,7274000.0,29542000.0,190347000.0,8497000.0,-57774000.0,9450176000.0,51872000.0,98743000.0,-2557000.0,7150000.0,18119000.0,11028000.0,10403000.0,-2557000.0,454000.0,8219000.0,-148310000.0,206000.0,558000.0,186946000.0,96000.0,9225000.0,-31846000.0,218792000.0,118463000.0,25474000.0,37776000.0,37230000.0,31786000.0,-880000.0,15285000.0,11637000.0,-8186000.0,-579000.0,-12041000.0,1726000.0,-2946000.0,-651000.0,-2177000.0,-4480000.0,-26836000,-165000.0,-3000.0,-3000.0,-880000.0,1889000,414000000.0,-3840000.0,917869000.0,-26836000.0,-26836000.0,-17104000,10410000,17127000,7447000,52000,-5876000.0,-9680000.0,-9680000,-2963000,6717000.0,-26836000,-26784000.0,6856000.0,31786000.0,578000000.0,-149759000.0
TLGT,2019-12-31,6875000.0,23031000.0,186369000.0,20374000.0,-37340000.0,9450176000.0,61644000.0,98802000.0,-2358000.0,7150000.0,16606000.0,15508000.0,14426000.0,-2358000.0,491000.0,6981000.0,-121474000.0,206000.0,558000.0,206905000.0,43000.0,13103000.0,-5307000.0,212212000.0,117967000.0,31542000.0,37776000.0,37230000.0,31786000.0,-2121000.0,-4916000.0,363000.0,-175000.0,-579000.0,-12041000.0,1736000.0,-9758000.0,-233000.0,-2177000.0,8801000.0,-5298000,-955000.0,20913000.0,12226000.0,-2121000.0,-2370000,414000000.0,-3840000.0,917869000.0,-5298000.0,-5298000.0,892000,17064000,22142000,15967000,15000,-5892000.0,-6175000.0,-6175000,-1097000,5078000.0,-5298000,-5283000.0,6856000.0,31786000.0,578000000.0,-149759000.0
TLGT,2019-09-30,8822000.0,22633000.0,158787000.0,20361000.0,-32090000.0,9450176000.0,51577000.0,98635000.0,-2319000.0,7150000.0,34971000.0,6707000.0,14046000.0,-2319000.0,484000.0,223000.0,-116176000.0,206000.0,558000.0,196193000.0,116000.0,12836000.0,-155000.0,196348000.0,117782000.0,31451000.0,37776000.0,37230000.0,31786000.0,-981000.0,4446000.0,-848000.0,-433000.0,-579000.0,-12041000.0,1668000.0,1627000.0,-401000.0,-2177000.0,2582000.0,-7113000,390000.0,2337000.0,2497000.0,-981000.0,1942000,414000000.0,-3840000.0,917869000.0,-7113000.0,-7113000.0,-7327000,13250000,18257000,18466000,-5000,-5160000.0,209000.0,209000,5216000,5007000.0,-7113000,-7118000.0,6856000.0,31786000.0,578000000.0,-149759000.0
TLGT,2019-06-30,8221000.0,22238000.0,155694000.0,19409000.0,-27228000.0,9450176000.0,48157000.0,98409000.0,-2355000.0,7150000.0,29984000.0,4121000.0,14595000.0,-2355000.0,489000.0,226000.0,-109063000.0,206000.0,558000.0,195092000.0,1396000.0,13232000.0,6703000.0,188389000.0,117563000.0,33442000.0,37776000.0,37230000.0,31786000.0,-2972000.0,1506000.0,-4062000.0,-474000.0,-579000.0,-12041000.0,1660000.0,-4237000.0,-64000.0,-2177000.0,-2276000.0,-3989000,538000.0,4997000.0,4997000.0,-2972000.0,-975000,414000000.0,-3840000.0,917869000.0,-3989000.0,-3989000.0,-4602000,12468000,17655000,18341000,73000,-5155000.0,686000.0,686000,5873000,5187000.0,-3989000,-3916000.0,6856000.0,31786000.0,578000000.0,-149759000.0
VRS,2020-03-31,127000000.0,330000000.0,155694000.0,143000000.0,1018000000.0,9450176000.0,754000000.0,739000000.0,122000000.0,7150000.0,210000000.0,276000000.0,94000000.0,110000000.0,489000.0,355000000.0,252000000.0,206000.0,558000.0,1631000000.0,4000000.0,13232000.0,1062000000.0,569000000.0,700000000.0,44000000.0,37776000.0,37230000.0,31786000.0,-22000000.0,-72000000.0,-26000000.0,-24000000.0,-579000.0,-12041000.0,23000000.0,-77000000.0,-64000.0,-7000000.0,234000000.0,54000000,-14000000.0,-7000000.0,4997000.0,318000000.0,-18000000,414000000.0,-3840000.0,917869000.0,54000000.0,54000000.0,77000000,427000000,468000000,471000000,26000000,-5155000.0,3000000.0,3000000,44000000,18000000.0,54000000,80000000.0,6856000.0,31786000.0,578000000.0,-149759000.0
VRS,2019-12-31,188000000.0,395000000.0,155694000.0,155000000.0,991000000.0,9450176000.0,599000000.0,959000000.0,122000000.0,7150000.0,293000000.0,42000000.0,141000000.0,117000000.0,489000.0,404000000.0,198000000.0,206000.0,558000.0,1721000000.0,7000000.0,13232000.0,1013000000.0,708000000.0,698000000.0,22000000.0,37776000.0,37230000.0,31786000.0,-29000000.0,-134000000.0,49000000.0,20000000.0,-579000.0,-12041000.0,26000000.0,86000000.0,-64000.0,-7000000.0,36000000.0,142000000,3000000.0,-21000000.0,4997000.0,-29000000.0,-20000000,414000000.0,-3840000.0,917869000.0,142000000.0,142000000.0,-14000000,508000000,548000000,587000000,-117000000,-5155000.0,39000000.0,39000000,79000000,12000000.0,142000000,25000000.0,6856000.0,31786000.0,578000000.0,-149759000.0
VRS,2019-09-30,207000000.0,416000000.0,155694000.0,202000000.0,822000000.0,9450176000.0,631000000.0,957000000.0,120000000.0,7150000.0,309000000.0,6000000.0,2000000.0,115000000.0,489000.0,427000000.0,56000000.0,206000.0,558000.0,1635000000.0,5000000.0,13232000.0,867000000.0,768000000.0,696000000.0,45000000.0,37776000.0,37230000.0,31786000.0,-37000000.0,-17000000.0,-13000000.0,42000000.0,-579000.0,-12041000.0,25000000.0,62000000.0,-64000.0,-7000000.0,-1000000.0,30000000,-5000000.0,-27000000.0,4997000.0,-36000000.0,0,414000000.0,-3840000.0,917869000.0,30000000.0,30000000.0,-3000000,530000000,584000000,616000000,-1000000,-5155000.0,32000000.0,32000000,86000000,29000000.0,30000000,29000000.0,6856000.0,31786000.0,578000000.0,-149759000.0
VRS,2019-06-30,210000000.0,459000000.0,155694000.0,188000000.0,789000000.0,9450176000.0,660000000.0,950000000.0,120000000.0,7150000.0,319000000.0,6000000.0,3000000.0,115000000.0,489000.0,446000000.0,26000000.0,206000.0,558000.0,1659000000.0,16000000.0,13232000.0,835000000.0,824000000.0,694000000.0,46000000.0,37776000.0,37230000.0,31786000.0,-21000000.0,92000000.0,12000000.0,6000000.0,-579000.0,-12041000.0,28000000.0,23000000.0,-64000.0,-3000000.0,1000000.0,-112000000,7000000.0,-1000000.0,4997000.0,-21000000.0,-11000000,414000000.0,-3840000.0,917869000.0,-112000000.0,-112000000.0,-117000000,534000000,597000000,602000000,0,-5155000.0,5000000.0,5000000,68000000,34000000.0,-112000000,-112000000.0,6856000.0,31786000.0,578000000.0,-149759000.0
THO,2020-04-30,411917000.0,867647000.0,1965981000.0,514794000.0,-197991000.0,9450176000.0,2088778000.0,1079676000.0,-104224000.0,74867000.0,1266270000.0,651485000.0,159177000.0,-456133000.0,1396401000.0,236830000.0,2104241000.0,54852000.0,6540000.0,5612290000.0,566966000.0,10507000.0,2086668000.0,3500778000.0,432020000.0,888258000.0,37776000.0,16960000.0,24844000.0,-24444000.0,21000000.0,341475000.0,47524000.0,-22080000.0,-712000.0,45459000.0,231971000.0,-2306000.0,-3000000.0,409294000.0,24068000,-31287000.0,198281000.0,220361000.0,-18652000.0,-204704000,414000000.0,-3840000.0,917869000.0,24068000.0,22784000.0,-32178000,1476102000,1628328000,1681735000,-1555000,-26868000.0,53407000.0,53407000,205633000,128147000.0,24068000,21229000.0,6856000.0,24844000.0,578000000.0,-149759000.0
THO,2020-01-31,614464000.0,926914000.0,1746607000.0,852427000.0,-153889000.0,9450176000.0,2067503000.0,1089156000.0,-71415000.0,68827000.0,1494933000.0,242134000.0,163653000.0,-423324000.0,1353120000.0,232154000.0,2102253000.0,46028000.0,6540000.0,5628477000.0,594889000.0,11208000.0,2112842000.0,3506143000.0,427373000.0,913611000.0,37776000.0,18159000.0,9492000.0,-21638000.0,13437000.0,-56418000.0,-27847000.0,-44159000.0,-2993000.0,48945000.0,57295000.0,-360000.0,-3000000.0,-24811000.0,28673000,1791000.0,-58514000.0,-10592000.0,-23232000.0,47397000,414000000.0,-3840000.0,917869000.0,28673000.0,27026000.0,-34913000,1746727000,1933357000,2003133000,7837000,-27234000.0,69776000.0,69776000,256406000,162357000.0,28673000,34863000.0,6856000.0,9492000.0,578000000.0,-149759000.0
THO,2019-10-31,569844000.0,915485000.0,1780091000.0,776572000.0,-194316000.0,9450176000.0,1993483000.0,1104764000.0,-59591000.0,67778000.0,1439385000.0,231778000.0,157362000.0,-411500000.0,1361265000.0,230135000.0,2095659000.0,69648000.0,6540000.0,5607541000.0,569342000.0,11909000.0,2113530000.0,3482570000.0,422831000.0,946581000.0,37776000.0,18328000.0,11441000.0,-31220000.0,8730000.0,-65307000.0,-82152000.0,-44159000.0,-1534000.0,50207000.0,-51997000.0,-206000.0,-3000000.0,-180780000.0,51065000,-43513000.0,-114774000.0,-114774000.0,-13803000.0,19639000,414000000.0,-3840000.0,917869000.0,51065000.0,51845000.0,-27420000,1849974000,2062731000,2158785000,16789000,-28025000.0,96054000.0,96054000,308811000,188464000.0,51065000,68634000.0,6856000.0,11441000.0,578000000.0,-149759000.0
THO,2019-07-31,551831000.0,827988000.0,1885253000.0,716227000.0,-244418000.0,9450176000.0,2037357000.0,1092471000.0,-57004000.0,73176000.0,1448325000.0,425615000.0,155594000.0,-405150000.0,1358032000.0,226394000.0,2066674000.0,67527000.0,6519000.0,5660446000.0,586256000.0,12609000.0,2084425000.0,3565218000.0,416382000.0,970811000.0,37776000.0,17370000.0,10803000.0,-46475000.0,-5397000.0,118707000.0,138262000.0,-21475000.0,-2157000.0,51267000.0,332217000.0,-2966000.0,-3000000.0,-35651000.0,92055000,-36743000.0,-316471000.0,-301291000.0,-48431000.0,-24658000,414000000.0,-3840000.0,917869000.0,92055000.0,92491000.0,-25498000,1979811000,2176372000,2311623000,17262000,-30868000.0,135251000.0,135251000,331812000,171299000.0,92055000,109753000.0,6856000.0,10803000.0,578000000.0,-149759000.0
MASI,2020-03-28,49110000.0,115982000.0,1885253000.0,187612000.0,1152442000.0,6302000.0,980156000.0,279093000.0,-9181000.0,36152000.0,157292000.0,605916000.0,108158000.0,-536132000.0,54097000.0,41199000.0,1165389000.0,4035000.0,54000.0,1474545000.0,41161000.0,5604000.0,1253278000.0,221267000.0,623967000.0,46739000.0,50000000.0,17370000.0,10803000.0,-37004000.0,11415000.0,-17105000.0,427000.0,-21475000.0,-2157000.0,6379000.0,42355000.0,2000.0,-1795000.0,38217000.0,64456000,-12532000.0,11249000.0,-301291000.0,-15389000.0,-8644000,13044000.0,70000000.0,917869000.0,64456000.0,64456000.0,3845000,83996000,201114000,269625000,7900000,-84000.0,68511000.0,68511000,185629000,89877000.0,64456000,72356000.0,27241000.0,10803000.0,578000000.0,-149759000.0
MASI,2019-12-28,54548000.0,115871000.0,1885253000.0,166841000.0,1118273000.0,6475000.0,996062000.0,238689000.0,-6718000.0,35972000.0,172219000.0,567687000.0,105301000.0,-533298000.0,22350000.0,40201000.0,1100494000.0,13917000.0,54000.0,1396128000.0,38285000.0,5260000.0,1167874000.0,228254000.0,600624000.0,27251000.0,120000000.0,17370000.0,10803000.0,-12311000.0,3859000.0,-1883000.0,-6036000.0,-21475000.0,-2157000.0,5918000.0,70224000.0,1797000.0,-9508000.0,54563000.0,52921000,2660000.0,-3998000.0,-301291000.0,-13460000.0,12136000,5633000.0,70000000.0,917869000.0,52921000.0,52921000.0,2812000,80587000,185953000,247510000,11448000,-85000.0,61557000.0,61557000,166923000,81943000.0,52921000,64369000.0,23423000.0,10803000.0,578000000.0,-149759000.0
MASI,2019-09-28,40771000.0,109689000.0,1885253000.0,160322000.0,1058930000.0,6287000.0,934216000.0,229350000.0,-7794000.0,30470000.0,150008000.0,513360000.0,94931000.0,-524744000.0,21997000.0,39395000.0,1047573000.0,20793000.0,54000.0,1314213000.0,38543000.0,5121000.0,1108359000.0,205854000.0,585476000.0,27432000.0,120000000.0,17370000.0,10803000.0,-8741000.0,10927000.0,-9992000.0,-11062000.0,-21475000.0,-2157000.0,5928000.0,50637000.0,-951000.0,-70000.0,104573000.0,49085000,1618000.0,9766000.0,-301291000.0,45121000.0,2812000,9836000.0,54811000.0,917869000.0,49085000.0,49085000.0,2723000,72743000,177379000,229011000,5270000,-82000.0,51632000.0,51632000,156268000,80354000.0,49085000,54355000.0,24282000.0,10803000.0,578000000.0,-149759000.0
MASI,2019-06-29,36472000.0,98785000.0,1885253000.0,149190000.0,989857000.0,1200000.0,864043000.0,222610000.0,-6484000.0,30475000.0,136074000.0,408784000.0,91976000.0,-523364000.0,22384000.0,37451000.0,998488000.0,17608000.0,53000.0,1229846000.0,38446000.0,5136000.0,1039874000.0,189972000.0,564697000.0,27633000.0,180000000.0,17370000.0,10803000.0,-40360000.0,11941000.0,-3174000.0,-5516000.0,-21475000.0,-2157000.0,6222000.0,58311000.0,229000.0,-27854000.0,-4071000.0,44888000,962000.0,-21272000.0,-301291000.0,-41339000.0,6445000,6582000.0,54811000.0,917869000.0,44888000.0,44888000.0,3529000,75313000,177648000,229652000,10645000,-80000.0,52004000.0,52004000,154339000,78160000.0,44888000,55533000.0,24175000.0,10803000.0,578000000.0,-149759000.0
LCI,2020-03-31,33834000.0,135955000.0,599553000.0,180356000.0,-90506000.0,1200000.0,443308000.0,191182000.0,-641000.0,111793000.0,224756000.0,101455000.0,123617000.0,-16976000.0,22384000.0,14115000.0,8410000.0,25542000.0,40000.0,1159151000.0,2911000.0,5136000.0,310538000.0,848613000.0,319064000.0,401044000.0,180000000.0,95064000.0,10803000.0,-4309000.0,16512000.0,-21858000.0,16135000.0,-21475000.0,-2157000.0,14508000.0,2667000.0,-63000.0,-31000.0,-17721000.0,-16592000,-10929000.0,-16560000.0,-16711000.0,-3765000.0,2951000,182000.0,54811000.0,917869000.0,-16592000.0,-16592000.0,-30344000,94380000,132284000,144372000,-1664000,-16177000.0,12088000.0,12088000,49992000,22147000.0,-16592000,-18256000.0,7441000.0,10803000.0,578000000.0,-149759000.0
LCI,2019-12-31,30883000.0,152090000.0,606073000.0,158498000.0,-97677000.0,1200000.0,449179000.0,189646000.0,-578000.0,111514000.0,229769000.0,119176000.0,119410000.0,-16882000.0,22384000.0,14712000.0,25002000.0,19415000.0,40000.0,1181084000.0,3366000.0,5136000.0,325172000.0,855912000.0,317012000.0,422849000.0,180000000.0,101939000.0,10803000.0,-4763000.0,1442000.0,14611000.0,-2928000.0,-21475000.0,-2157000.0,14089000.0,43433000.0,83000.0,-466000.0,18168000.0,5084000,10405000.0,-16818000.0,-16712000.0,-8530000.0,3956000,360000.0,54811000.0,917869000.0,5084000.0,5084000.0,-17191000,86663000,119143000,136110000,-5308000,-16694000.0,16967000.0,16967000,49447000,17421000.0,5084000,-224000.0,6906000.0,10803000.0,578000000.0,-149759000.0
LCI,2019-09-30,26927000.0,149162000.0,654432000.0,173109000.0,-109149000.0,1200000.0,435069000.0,191299000.0,-661000.0,110396000.0,179058000.0,101008000.0,118310000.0,-16499000.0,22384000.0,14711000.0,19918000.0,11790000.0,40000.0,1171931000.0,4819000.0,5136000.0,318104000.0,853827000.0,314645000.0,427253000.0,180000000.0,66845000.0,10803000.0,-4033000.0,6212000.0,-8357000.0,-5191000.0,-21475000.0,-2157000.0,12789000.0,4281000.0,-46000.0,-1357000.0,-39241000.0,-12157000,-4264000.0,-21998000.0,-10316000.0,-21478000.0,13434000,236000.0,54811000.0,917869000.0,-12157000.0,-12157000.0,-22780000,77656000,114932000,127342000,1787000,-19292000.0,12410000.0,12410000,49686000,21308000.0,-12157000,-10370000.0,8940000.0,10803000.0,578000000.0,-149759000.0
LCI,2019-06-30,13493000.0,143971000.0,662203000.0,164752000.0,-77188000.0,1200000.0,472249000.0,186670000.0,-615000.0,109305000.0,176622000.0,140249000.0,117265000.0,-15096000.0,22384000.0,14547000.0,32075000.0,23277000.0,39000.0,1187413000.0,8165000.0,5136000.0,334041000.0,853372000.0,317023000.0,411229000.0,180000000.0,66845000.0,10803000.0,-5839000.0,4921000.0,-12724000.0,-4102000.0,-21475000.0,-2157000.0,13564000.0,-5417000.0,-44000.0,-61000.0,-64958000.0,-7586000,12167000.0,-52937000.0,-53255000.0,-6560000.0,-18309000,379000.0,54811000.0,917869000.0,-7586000.0,-7586000.0,-27822000,76589000,116149000,133841000,-2544000,-20194000.0,17692000.0,17692000,57252000,22214000.0,-7586000,-10130000.0,9436000.0,10803000.0,578000000.0,-149759000.0
CCB,2020-03-31,1005062000.0,143971000.0,38564000.0,164752000.0,127166000.0,25482000.0,132250000.0,22423000.0,54000.0,2735000.0,1006364000.0,14124000.0,1003916000.0,54000.0,22384000.0,4550000.0,39946000.0,3014000.0,87166000.0,1184071000.0,8165000.0,5136000.0,127166000.0,1056905000.0,317023000.0,411229000.0,115112000.0,66845000.0,10803000.0,-1399000.0,1642000.0,-12724000.0,-4102000.0,-21475000.0,-2157000.0,309000.0,5019000.0,-44000.0,-61000.0,-29786000.0,2724000,344000.0,52156000.0,14999000.0,-86961000.0,0,54000.0,-19362000.0,37103000.0,2724000.0,2724000.0,-70000,0,8949000,12457000,714000,-20194000.0,3508000.0,0,12457000,7991000.0,2724000,3438000.0,9436000.0,10803000.0,958000.0,-149759000.0
CCB,2019-12-31,967959000.0,143971000.0,13562000.0,164752000.0,124173000.0,34852000.0,130794000.0,21601000.0,-32000.0,2743000.0,979589000.0,16555000.0,940929000.0,-32000.0,22384000.0,3845000.0,37222000.0,30335000.0,86983000.0,1128526000.0,8165000.0,5136000.0,124173000.0,1004353000.0,317023000.0,411229000.0,83904000.0,66845000.0,10803000.0,-301000.0,336000.0,-12724000.0,-4102000.0,-21475000.0,-2157000.0,334000.0,4335000.0,-44000.0,-61000.0,-2967000.0,3608000,57000.0,35721000.0,-10000000.0,-43023000.0,0,11000.0,22507000.0,45710000.0,3608000.0,3608000.0,21000,0,8031000,12565000,947000,-20194000.0,4534000.0,0,12565000,7149000.0,3608000,4555000.0,9436000.0,10803000.0,882000.0,-149759000.0
CCB,2019-09-30,922249000.0,143971000.0,13557000.0,164752000.0,120422000.0,37101000.0,155976000.0,21833000.0,-58000.0,2206000.0,943902000.0,22060000.0,875150000.0,-58000.0,22384000.0,4682000.0,33614000.0,27446000.0,86866000.0,1090060000.0,8165000.0,5136000.0,120422000.0,969638000.0,317023000.0,411229000.0,106470000.0,66845000.0,10803000.0,-535000.0,135000.0,-12724000.0,-4102000.0,-21475000.0,-2157000.0,301000.0,4666000.0,-44000.0,-61000.0,-8036000.0,3511000,719000.0,54131000.0,-10000000.0,-66833000.0,0,26000.0,-37806000.0,54105000.0,3511000.0,3511000.0,4000,0,7752000,12178000,919000,-20194000.0,4426000.0,0,12178000,6995000.0,3511000,4430000.0,9436000.0,10803000.0,757000.0,-149759000.0
CCB,2019-06-30,868144000.0,143971000.0,13554000.0,164752000.0,116591000.0,46781000.0,116354000.0,21855000.0,-242000.0,2255000.0,889790000.0,18735000.0,846034000.0,-242000.0,22384000.0,3339000.0,30103000.0,39062000.0,86730000.0,1031024000.0,8165000.0,5136000.0,116591000.0,914433000.0,317023000.0,411229000.0,58557000.0,66845000.0,10803000.0,-223000.0,502000.0,-12724000.0,-4102000.0,-21475000.0,-2157000.0,302000.0,2545000.0,-44000.0,-61000.0,10009000.0,3274000,-1533000.0,-88310000.0,20000000.0,95774000.0,0,42000.0,150255000.0,-108352000.0,3274000.0,3274000.0,-134000,0,7509000,11771000,854000,-20194000.0,4262000.0,0,11771000,6672000.0,3274000,4128000.0,9436000.0,10803000.0,837000.0,-149759000.0
CPSH,2020-03-28,2621862.0,3595338.0,13554000.0,5959224.0,5998317.0,46781000.0,9904276.0,1560302.0,-242000.0,147873.0,5454485.0,122255.0,147873.0,-517053.0,22384000.0,3339000.0,-29778779.0,39062000.0,134275.0,11612451.0,8165000.0,5136000.0,5998317.0,5614134.0,36159874.0,411229000.0,58557000.0,66845000.0,10803000.0,-107600.0,60673.0,-1872279.0,-495514.0,-21475000.0,-2157000.0,128759.0,-234074.0,-44000.0,-61000.0,-11710.0,601654,-202918.0,324964.0,324964.0,-102600.0,1545551,42000.0,150255000.0,-108352000.0,601654.0,601654.0,-19966,4961361,5889951,6511571,0,-20194000.0,621620.0,621620,1550210,928590.0,601654,601654.0,9436000.0,10803000.0,837000.0,-149759000.0
CPSH,2019-12-28,1436417.0,3099824.0,13554000.0,4086945.0,5330990.0,46781000.0,7468520.0,1407878.0,-242000.0,147873.0,3670281.0,133965.0,147873.0,-517053.0,22384000.0,3339000.0,-30380433.0,39062000.0,134275.0,9024271.0,8165000.0,5136000.0,5330990.0,3693281.0,36094201.0,411229000.0,58557000.0,66845000.0,10803000.0,-239347.0,49952.0,-1291202.0,-308713.0,-21475000.0,-2157000.0,134627.0,-940774.0,-44000.0,-61000.0,-336319.0,351384,139710.0,836856.0,836856.0,-232401.0,-16532,42000.0,150255000.0,-108352000.0,351384.0,351384.0,-11790,4461907,5076169,5444799,5456,-20194000.0,368630.0,368630,982892,614262.0,351384,356840.0,9436000.0,10803000.0,837000.0,-149759000.0
CPSH,2019-09-28,1474059.0,2791111.0,13554000.0,2795743.0,4961582.0,46781000.0,6230458.0,1339158.0,-242000.0,186747.0,2735781.0,470284.0,186747.0,-517053.0,22384000.0,3339000.0,-30731817.0,39062000.0,134275.0,7756363.0,8165000.0,5136000.0,4961582.0,2794781.0,36076177.0,411229000.0,58557000.0,66845000.0,10803000.0,-84117.0,28000.0,1314646.0,109788.0,-21475000.0,-2157000.0,112787.0,780068.0,-44000.0,-61000.0,308683.0,-495970,-78159.0,-387268.0,-387268.0,-84117.0,-211023,42000.0,150255000.0,-108352000.0,-495970.0,-495970.0,-32990,4164187,4866600,4387125,0,-20194000.0,-479475.0,-479475,222938,702413.0,-495970,-495970.0,9436000.0,10803000.0,837000.0,-149759000.0
CPSH,2019-06-29,1685082.0,2900900.0,13554000.0,4110388.0,5429553.0,46781000.0,7393531.0,1401828.0,-242000.0,186747.0,3459553.0,161601.0,186747.0,-517053.0,22384000.0,3339000.0,-30235846.0,39062000.0,134275.0,8982106.0,8165000.0,5136000.0,5429553.0,3552553.0,36048177.0,411229000.0,58557000.0,66845000.0,10803000.0,-49684.0,26411.0,-918631.0,176692.0,-21475000.0,-2157000.0,138904.0,-619784.0,-44000.0,-61000.0,-69468.0,250598,90041.0,600000.0,600000.0,-49684.0,-383800,42000.0,150255000.0,-108352000.0,250598.0,250598.0,-7310,5191964,6109043,6366951,0,-20194000.0,257908.0,257908,1174987,917079.0,250598,250598.0,9436000.0,10803000.0,837000.0,-149759000.0
OXSQ,2020-03-31,1685082.0,2900900.0,106442521.0,3299803.0,164738551.0,261765846.0,11125623.0,1401828.0,-242000.0,186747.0,2200652.0,7825820.0,490255.0,-517053.0,22384000.0,3339000.0,-293567666.0,39062000.0,495895.0,273381724.0,8165000.0,5136000.0,164738551.0,108643173.0,457810322.0,411229000.0,58557000.0,66845000.0,10803000.0,-49684.0,101365325.0,1913212.0,176692.0,-9723218.0,-2157000.0,138904.0,23357461.0,-44000.0,-61000.0,-8635118.0,-79358013,-712194.0,-31992579.0,-28090601.0,-49684.0,0,5873019.0,150255000.0,-51779.0,-79358013.0,-79358013.0,-87903972,0,2278729,10824688,0,-2173468.0,8545959.0,8545959,10824688,2278729.0,-79358013,-79358013.0,9436000.0,10803000.0,837000.0,-149759000.0
