stock,endDate,accountsPayable,inventory,longTermDebt,netReceivables,netTangibleAssets,longTermInvestments,totalCurrentAssets,propertyPlantEquipment,otherStockholderEquity,deferredLongTermAssetCharges,totalCurrentLiabilities,cash,otherAssets,treasuryStock,goodWill,otherLiab,retainedEarnings,otherCurrentAssets,commonStock,totalAssets,otherCurrentLiab,deferredLongTermLiab,totalStockholderEquity,totalLiab,capitalSurplus,intangibleAssets,shortTermInvestments,shortLongTermDebt,minorityInterest_x,capitalExpenditures,changeToNetincome,changeToAccountReceivables,changeToInventory,dividendsPaid,otherCashflowsFromInvestingActivities,depreciation,totalCashFromOperatingActivities,effectOfExchangeRate,repurchaseOfStock,changeInCash,netIncome_x,changeToOperatingActivities,totalCashFromFinancingActivities,netBorrowings,totalCashflowsFromInvestingActivities,changeToLiabilities,issuanceOfStock,investments,otherCashflowsFromFinancingActivities,netIncomeApplicableToCommonShares,netIncomeFromContinuingOps,totalOtherIncomeExpenseNet,costOfRevenue,totalOperatingExpenses,totalRevenue,incomeTaxExpense,interestExpense,operatingIncome,ebit,grossProfit,sellingGeneralAdministrative,netIncome_y,incomeBeforeTax,researchDevelopment,minorityInterest_y,otherOperatingExpenses,discontinuedOperations
IVC,2020-03-31,90614000.0,119285000.0,165026000.0,142446000.0,-94616000.0,86000.0,376663000.0,88897000.0,-1377000.0,1057000.0,296582000.0,98932000.0,4260000.0,-106478000.0,372911000.0,67829000.0,87550000.0,3132000.0,9817000.0,869034000.0,23496000.0,552000.0,304512000.0,564522000.0,313623000.0,26217000.0,,,,-2121000.0,-7751000.0,1627000.0,-2930000.0,-414000.0,-2248000.0,5344000.0,-9839000.0,-1637000.0,-773000.0,18869000.0,732000,-18018000.0,20147000.0,21334000.0,10198000.0,7950000,,,,732000.0,732000.0,1582000,155452000,217190000,218440000,2100000,-6676000.0,1250000.0,1250000,62988000,61738000.0,732000,2832000.0,,,,
IVC,2019-12-31,88003000.0,121184000.0,219464000.0,140013000.0,-91334000.0,85000.0,355877000.0,92183000.0,3128000.0,928000.0,218657000.0,80063000.0,4131000.0,-101199000.0,373403000.0,66949000.0,87475000.0,2851000.0,9590000.0,852126000.0,21634000.0,602000.0,308516000.0,543610000.0,312650000.0,26447000.0,,,,-3697000.0,11446000.0,-27000.0,3293000.0,-411000.0,-741000.0,5763000.0,7475000.0,1494000.0,-34000.0,-4977000.0,-18683000,4640000.0,-9508000.0,-7785000.0,-4438000.0,-2377000,,,,-18683000.0,-18683000.0,-21822000,164952000,227797000,232913000,1977000,-7049000.0,5116000.0,5116000,67961000,62845000.0,-18683000,-16706000.0,,,,
IVC,2019-09-30,89736000.0,123069000.0,222281000.0,132920000.0,-80939000.0,86000.0,356777000.0,90818000.0,210000.0,701000.0,202199000.0,85040000.0,3306000.0,-104083000.0,371694000.0,67443000.0,106569000.0,4471000.0,9590000.0,847405000.0,21193000.0,112000.0,315479000.0,531926000.0,303403000.0,24724000.0,,,,-2856000.0,2451000.0,2588000.0,-599000.0,-415000.0,-32000.0,6263000.0,15121000.0,-1706000.0,-34000.0,-4471000.0,-8041000,4395000.0,-15007000.0,-14592000.0,-2879000.0,4665000,,,,-8041000.0,-8041000.0,-8470000,168189000,232045000,235774000,3300000,-6992000.0,3729000.0,3729000,67585000,63856000.0,-8041000,-4741000.0,,,,
IVC,2019-06-30,86051000.0,124686000.0,233435000.0,139827000.0,-71186000.0,86000.0,367977000.0,92825000.0,9771000.0,580000.0,193854000.0,89511000.0,3583000.0,-94522000.0,377551000.0,67211000.0,115025000.0,3972000.0,9590000.0,867583000.0,20666000.0,208000.0,331926000.0,535657000.0,301833000.0,25561000.0,,,,-2509000.0,1714000.0,-4622000.0,5360000.0,-411000.0,-20000.0,6394000.0,2735000.0,-894000.0,-479000.0,-2415000.0,-12717000,3638000.0,-1771000.0,-881000.0,-2485000.0,-1208000,,,,-12717000.0,-12717000.0,-7655000,170792000,238845000,235858000,2075000,-7721000.0,-2987000.0,-2987000,65066000,68053000.0,-12717000,-10642000.0,,,,
CSLT,2020-03-31,13299000.0,124686000.0,930000.0,38073000.0,67507000.0,86000.0,87019000.0,19157000.0,13000.0,580000.0,47209000.0,37681000.0,21917000.0,13000.0,41485000.0,1829000.0,-511377000.0,3972000.0,15000.0,180682000.0,13730000.0,18873000.0,120096000.0,60586000.0,631445000.0,11104000.0,6009000.0,1859000.0,,-1264000.0,54888000.0,-6676000.0,5360000.0,-411000.0,-20000.0,1535000.0,-14359000.0,-894000.0,-479000.0,-5336000.0,-56335000,-7190000.0,-124000.0,-465000.0,9147000.0,-3889000,341000.0,10411000.0,,-56335000.0,-56335000.0,-50037000,14473000,45343000,39045000,0,-7721000.0,-6298000.0,-6298000,24572000,17048000.0,-56335000,-56335000.0,13822000.0,,,
CSLT,2019-12-31,19596000.0,124686000.0,1395000.0,31397000.0,68911000.0,86000.0,95470000.0,18762000.0,2000.0,580000.0,54907000.0,43017000.0,24589000.0,2000.0,91785000.0,1785000.0,-455042000.0,3972000.0,15000.0,242784000.0,18768000.0,21429000.0,172874000.0,69910000.0,627899000.0,12178000.0,16411000.0,1859000.0,,-1241000.0,4558000.0,4045000.0,5360000.0,-411000.0,-20000.0,1552000.0,3992000.0,-894000.0,-479000.0,6977000.0,-11746000,774000.0,671000.0,-465000.0,2314000.0,-688000,1136000.0,3555000.0,,-11746000.0,-11746000.0,496000,16300000,48689000,36447000,0,-7721000.0,-12242000.0,-12242000,20147000,17902000.0,-11746000,-11746000.0,14487000.0,,,
CSLT,2019-09-30,11989000.0,124686000.0,1860000.0,35442000.0,75261000.0,86000.0,95971000.0,16669000.0,7000.0,580000.0,52111000.0,36040000.0,29115000.0,7000.0,91785000.0,1949000.0,-443296000.0,3972000.0,15000.0,246793000.0,17509000.0,25671000.0,180299000.0,66494000.0,623573000.0,13253000.0,19977000.0,1859000.0,,-119000.0,4321000.0,-2831000.0,5360000.0,-411000.0,-20000.0,1681000.0,-7436000.0,-894000.0,-479000.0,-14012000.0,-9336000,-2226000.0,-385000.0,-464000.0,-6191000.0,-2688000,79000.0,-6072000.0,,-9336000.0,-9336000.0,268000,14501000,45065000,35461000,0,-7721000.0,-9604000.0,-9604000,20960000,16269000.0,-9336000,-9336000.0,14295000.0,,,
CSLT,2019-06-30,11355000.0,124686000.0,2324000.0,32611000.0,80268000.0,86000.0,101987000.0,18247000.0,7000.0,580000.0,54303000.0,50052000.0,30597000.0,7000.0,91785000.0,1904000.0,-433960000.0,3972000.0,14000.0,257073000.0,20698000.0,27049000.0,186510000.0,70563000.0,620449000.0,14457000.0,13874000.0,1859000.0,,-389000.0,6068000.0,2088000.0,5360000.0,-411000.0,-20000.0,1343000.0,-1817000.0,-894000.0,-479000.0,-16286000.0,-8381000,-5875000.0,-300000.0,-465000.0,-14169000.0,-470000,165000.0,-13780000.0,,-8381000.0,-8381000.0,258000,14163000,44549000,35910000,0,-7721000.0,-8639000.0,-8639000,21747000,15899000.0,-8381000,-8381000.0,14487000.0,,,
LPX,2020-03-31,208000000.0,284000000.0,697000000.0,172000000.0,931000000.0,12000000.0,976000000.0,1029000000.0,-175000000.0,580000.0,214000000.0,488000000.0,62000000.0,-577000000.0,30000000.0,192000000.0,983000000.0,3972000.0,130000000.0,2132000000.0,4000000.0,27049000.0,984000000.0,1138000000.0,448000000.0,23000000.0,13874000.0,1859000.0,10000000.0,-24000000.0,-2000000.0,-31000000.0,-36000000.0,-16000000.0,-20000.0,28000000.0,-9000000.0,-3000000.0,-479000.0,293000000.0,33000000,-1000000.0,329000000.0,350000000.0,-24000000.0,-16000000,165000.0,-13780000.0,-5000000.0,33000000.0,33000000.0,-10000000,477000000,533000000,585000000,9000000,-6000000.0,52000000.0,52000000,108000000,56000000.0,33000000,42000000.0,14487000.0,10000000.0,,
LPX,2019-12-31,112000000.0,265000000.0,347000000.0,164000000.0,941000000.0,10000000.0,619000000.0,1072000000.0,-153000000.0,580000.0,244000000.0,181000000.0,84000000.0,-559000000.0,30000000.0,206000000.0,966000000.0,3972000.0,130000000.0,1835000000.0,17000000.0,27049000.0,991000000.0,834000000.0,454000000.0,20000000.0,13874000.0,1859000.0,10000000.0,-44000000.0,81000000.0,26000000.0,-10000000.0,-16000000.0,-20000.0,33000000.0,100000000.0,-3000000.0,-479000.0,-123000000.0,-51000000,4000000.0,-176000000.0,-3000000.0,-47000000.0,25000000,165000.0,-13780000.0,1000000.0,-51000000.0,-52000000.0,-91000000,467000000,524000000,537000000,-26000000,-3000000.0,13000000.0,13000000,70000000,58000000.0,-51000000,-78000000.0,14487000.0,10000000.0,,
LPX,2019-09-30,202000000.0,260000000.0,347000000.0,183000000.0,1159000000.0,10000000.0,761000000.0,1136000000.0,-152000000.0,580000.0,216000000.0,304000000.0,82000000.0,-560000000.0,30000000.0,221000000.0,1185000000.0,3972000.0,135000000.0,2043000000.0,2000000.0,27049000.0,1213000000.0,818000000.0,453000000.0,24000000.0,13874000.0,1859000.0,12000000.0,-37000000.0,15000000.0,-6000000.0,31000000.0,-16000000.0,-20000.0,30000000.0,59000000.0,-2000000.0,-479000.0,-44000000.0,2000000,-3000000.0,-60000000.0,-3000000.0,-40000000.0,-11000000,165000.0,-13780000.0,-2000000.0,2000000.0,1000000.0,-12000000,529000000,587000000,603000000,3000000,-6000000.0,16000000.0,16000000,74000000,59000000.0,2000000,4000000.0,14487000.0,12000000.0,,
LPX,2019-06-30,213000000.0,293000000.0,347000000.0,177000000.0,1227000000.0,9000000.0,829000000.0,1115000000.0,-142000000.0,580000.0,229000000.0,348000000.0,86000000.0,-552000000.0,30000000.0,208000000.0,1315000000.0,3972000.0,141000000.0,2090000000.0,5000000.0,27049000.0,1278000000.0,799000000.0,374000000.0,21000000.0,13874000.0,1859000.0,13000000.0,-38000000.0,1000000.0,-6000000.0,19000000.0,-17000000.0,-20000.0,29000000.0,54000000.0,1000000.0,-479000.0,-13000000.0,17000000,-3000000.0,-22000000.0,-3000000.0,-45000000.0,-2000000,165000.0,-13780000.0,-2000000.0,17000000.0,15000000.0,-5000000,510000000,565000000,588000000,3000000,-5000000.0,23000000.0,23000000,78000000,59000000.0,17000000,18000000.0,14487000.0,13000000.0,,
GDYN,2020-03-31,213000000.0,293000000.0,347000000.0,177000000.0,1227000000.0,9000000.0,829000000.0,1115000000.0,-142000000.0,580000.0,229000000.0,348000000.0,86000000.0,-552000000.0,30000000.0,208000000.0,1315000000.0,3972000.0,141000000.0,2090000000.0,5000000.0,27049000.0,1278000000.0,799000000.0,374000000.0,21000000.0,13874000.0,1859000.0,13000000.0,-692000.0,2116000.0,-1919000.0,19000000.0,-17000000.0,-20000.0,646000.0,-2886000.0,1000000.0,-123865000.0,79290000.0,-4596000,-827000.0,82868000.0,-3000000.0,-692000.0,1499000,165000.0,-13780000.0,206733000.0,-4596000.0,-4596000.0,-1533000,22639000,38202000,32457000,-2682000,-5000000.0,-5745000.0,-5745000,9818000,13023000.0,-4596000,-7278000.0,2540000.0,13000000.0,,
GDYN,2019-12-31,213000000.0,293000000.0,347000000.0,177000000.0,1227000000.0,9000000.0,829000000.0,1115000000.0,-142000000.0,580000.0,229000000.0,348000000.0,86000000.0,-552000000.0,30000000.0,208000000.0,1315000000.0,3972000.0,141000000.0,2090000000.0,5000000.0,27049000.0,1278000000.0,799000000.0,374000000.0,21000000.0,13874000.0,1859000.0,13000000.0,-712000.0,32000.0,-313000.0,19000000.0,-17000000.0,-20000.0,630000.0,1718000.0,1000000.0,-9187000.0,1006000.0,2107000,-2368000.0,82868000.0,-3000000.0,-712000.0,438000,165000.0,-13780000.0,206733000.0,1895000.0,2107000.0,-738000,19945000,27122000,32001000,2034000,-5000000.0,4879000.0,4879000,12056000,6495000.0,2107000,4141000.0,682000.0,13000000.0,,
GDYN,2019-03-31,213000000.0,293000000.0,347000000.0,177000000.0,1227000000.0,9000000.0,829000000.0,1115000000.0,-142000000.0,580000.0,229000000.0,348000000.0,86000000.0,-552000000.0,30000000.0,208000000.0,1315000000.0,3972000.0,141000000.0,2090000000.0,5000000.0,27049000.0,1278000000.0,799000000.0,374000000.0,21000000.0,13874000.0,1859000.0,13000000.0,-226000.0,1655000.0,2059000.0,19000000.0,-17000000.0,-20000.0,510000.0,6944000.0,1000000.0,-9187000.0,4718000.0,712000,2125000.0,-2000000.0,-3000000.0,-226000.0,103000,165000.0,-13780000.0,206733000.0,712000.0,712000.0,-162000,15931000,25218000,26277000,185000,-5000000.0,1059000.0,1059000,10346000,7742000.0,712000,897000.0,1545000.0,13000000.0,,
GDYN,2018-12-31,213000000.0,293000000.0,347000000.0,177000000.0,1227000000.0,9000000.0,829000000.0,1115000000.0,-142000000.0,580000.0,229000000.0,348000000.0,86000000.0,-552000000.0,30000000.0,208000000.0,1315000000.0,3972000.0,141000000.0,2090000000.0,5000000.0,27049000.0,1278000000.0,799000000.0,374000000.0,21000000.0,13874000.0,1859000.0,13000000.0,-881000.0,1267000.0,-1669000.0,19000000.0,-17000000.0,-20000.0,499000.0,1184000.0,1000000.0,-9187000.0,303000.0,912000,-333000.0,-2000000.0,-3000000.0,-881000.0,115000,165000.0,-13780000.0,206733000.0,912000.0,912000.0,-1073000,15191000,22678000,25489000,826000,-5000000.0,2811000.0,2811000,10298000,7459000.0,912000,1738000.0,28000.0,13000000.0,,
ARA,2020-03-31,57253000.0,7574000.0,573225000.0,120202000.0,-649479000.0,9000000.0,252683000.0,286750000.0,-4104000.0,580000.0,203079000.0,62379000.0,21725000.0,-4104000.0,538609000.0,10911000.0,-185475000.0,49197000.0,199000.0,1124046000.0,49804000.0,27049000.0,-86591000.0,922559000.0,102789000.0,24279000.0,13874000.0,39845000.0,288078000.0,-5772000.0,8628000.0,311000.0,174000.0,-5000.0,-20000.0,8022000.0,13678000.0,1000000.0,-427000.0,27885000.0,-7234000,-4747000.0,19979000.0,29469000.0,-5772000.0,7714000,154000.0,-13780000.0,-9212000.0,-7492000.0,-2328000.0,-11095000,142844000,188159000,193182000,-3744000,-11012000.0,5023000.0,5023000,50338000,36283000.0,-7234000,-6072000.0,28000.0,288078000.0,,
ARA,2019-12-31,49539000.0,7752000.0,542170000.0,114685000.0,-642545000.0,9000000.0,220014000.0,285074000.0,-2150000.0,580000.0,190935000.0,34494000.0,18608000.0,-2150000.0,538609000.0,11482000.0,-178241000.0,50099000.0,197000.0,1086791000.0,42577000.0,27049000.0,-79450000.0,875769000.0,100744000.0,24486000.0,13874000.0,39172000.0,290472000.0,-5217000.0,12052000.0,1208000.0,126000.0,-6000.0,-20000.0,8955000.0,3718000.0,1000000.0,-49000.0,-25696000.0,90000,-10945000.0,-27297000.0,-8174000.0,-2117000.0,-8515000,154000.0,-13780000.0,-19068000.0,-7032000.0,9123000.0,-18924000,143697000,186121000,206079000,-8089000,-11054000.0,19958000.0,19958000,62382000,33469000.0,90000,1034000.0,28000.0,290472000.0,,
ARA,2019-09-30,58054000.0,7997000.0,546727000.0,117809000.0,-676539000.0,9000000.0,212435000.0,295666000.0,-2299000.0,580000.0,211262000.0,60190000.0,9067000.0,-2299000.0,576082000.0,15265000.0,-178331000.0,13292000.0,197000.0,1117945000.0,51914000.0,27049000.0,-75762000.0,908850000.0,104671000.0,24695000.0,13874000.0,41054000.0,284857000.0,-3736000.0,22105000.0,4189000.0,-487000.0,-19000.0,-20000.0,9275000.0,27355000.0,1000000.0,-38000.0,-9896000.0,4777000,-13783000.0,-36515000.0,-18078000.0,-736000.0,406000,154000.0,-13780000.0,-18380000.0,3616000.0,17027000.0,-22581000,154588000,182916000,211429000,-11095000,-12242000.0,28513000.0,28513000,56841000,18783000.0,4777000,5932000.0,28000.0,284857000.0,,
ARA,2019-06-30,57648000.0,7249000.0,561929000.0,121684000.0,-684631000.0,9000000.0,230079000.0,298625000.0,-1853000.0,580000.0,222613000.0,69060000.0,15570000.0,-1853000.0,578237000.0,16336000.0,-183108000.0,15539000.0,197000.0,1147423000.0,63466000.0,27049000.0,-81482000.0,934174000.0,103282000.0,24912000.0,13874000.0,44048000.0,294731000.0,-5669000.0,13382000.0,-8227000.0,-482000.0,-14000.0,-20000.0,10299000.0,17741000.0,1000000.0,-3000.0,5215000.0,-8178000,-1005000.0,-6857000.0,16286000.0,-5669000.0,11233000,154000.0,-13780000.0,-23126000.0,-7153000.0,5140000.0,-20226000,147363000,187242000,213252000,644000,-11541000.0,26010000.0,26010000,65889000,29580000.0,-8178000,5784000.0,28000.0,294731000.0,,
MBOT,2020-03-31,204000.0,7249000.0,561929000.0,121684000.0,29678000.0,9000000.0,30103000.0,1195000.0,-1853000.0,580000.0,927000.0,29585000.0,15570000.0,-1853000.0,578237000.0,16336000.0,-37316000.0,76000.0,71000.0,31298000.0,63466000.0,27049000.0,29678000.0,1620000.0,66923000.0,24912000.0,13874000.0,44048000.0,294731000.0,-68000.0,343000.0,-8227000.0,-482000.0,-14000.0,-20000.0,17000.0,-5921000.0,1000000.0,-3000.0,-3468000.0,-2205000,-110000.0,-6857000.0,16286000.0,2453000.0,-3966000,154000.0,2521000.0,-23126000.0,-2205000.0,-2205000.0,-42000,0,2163000,0,0,-42000.0,-2163000.0,-2163000,0,1472000.0,-2205000,-2205000.0,691000.0,294731000.0,,
MBOT,2019-12-31,284000.0,7249000.0,561929000.0,121684000.0,31540000.0,9000000.0,35936000.0,1190000.0,-1853000.0,580000.0,4826000.0,28771000.0,15570000.0,-1853000.0,578237000.0,16336000.0,-35111000.0,4358000.0,72000.0,37126000.0,63466000.0,27049000.0,31540000.0,5586000.0,69954000.0,24912000.0,13874000.0,44048000.0,294731000.0,-216000.0,79000.0,-8227000.0,-482000.0,-14000.0,-20000.0,40000.0,-1920000.0,1000000.0,-3000.0,25331000.0,-1870000,-126000.0,-6857000.0,16286000.0,43000.0,321000,154000.0,2521000.0,-23126000.0,-1870000.0,-1870000.0,118000,0,1988000,0,0,-156000.0,-1988000.0,-1988000,0,1325000.0,-1870000,-1870000.0,663000.0,294731000.0,,
MBOT,2019-09-30,282000.0,7249000.0,561929000.0,121684000.0,6403000.0,9000000.0,10487000.0,636000.0,-1853000.0,580000.0,4589000.0,3548000.0,15570000.0,-1853000.0,578237000.0,16336000.0,-33241000.0,4250000.0,43000.0,11123000.0,63466000.0,27049000.0,6403000.0,4720000.0,42976000.0,24912000.0,13874000.0,44048000.0,294731000.0,-216000.0,268000.0,-8227000.0,-482000.0,-14000.0,-20000.0,19000.0,-1331000.0,1000000.0,-3000.0,-1331000.0,-1874000,-126000.0,-6857000.0,16286000.0,43000.0,225000,154000.0,2521000.0,-23126000.0,-1874000.0,-1874000.0,-83000,0,1791000,0,0,-83000.0,-1791000.0,-1791000,0,948000.0,-1874000,-1874000.0,843000.0,294731000.0,,
MBOT,2019-06-30,179000.0,7249000.0,561929000.0,121684000.0,7981000.0,9000000.0,11849000.0,726000.0,-1853000.0,580000.0,4406000.0,4879000.0,15570000.0,-1853000.0,578237000.0,16336000.0,-31367000.0,4250000.0,43000.0,12575000.0,63466000.0,27049000.0,7981000.0,4594000.0,42680000.0,24912000.0,13874000.0,44048000.0,294731000.0,-216000.0,316000.0,-8227000.0,-482000.0,-14000.0,-20000.0,14000.0,-477000.0,1000000.0,-3000.0,-477000.0,-1542000,-126000.0,-6857000.0,16286000.0,43000.0,-43000,154000.0,2521000.0,-23126000.0,-1542000.0,-1542000.0,3000,0,1545000,0,0,-83000.0,-1545000.0,-1545000,0,804000.0,-1542000,-1542000.0,741000.0,294731000.0,,
AZRX,2020-03-31,1322137.0,7249000.0,561929000.0,760232.0,-2078080.0,9000000.0,2897436.0,126946.0,-1109061.0,580000.0,5143189.0,1630007.0,40727.0,-1109061.0,1844006.0,16336000.0,-67956022.0,4250000.0,2716.0,8184312.0,386925.0,27049000.0,3041123.0,5143189.0,72103490.0,3275197.0,13874000.0,44048000.0,294731000.0,-4340.0,450911.0,2064252.0,-482000.0,-14000.0,-20000.0,140810.0,-1291280.0,-6423.0,-3000.0,1454211.0,-5261290,87906.0,2756254.0,2612254.0,-4340.0,-832955,144000.0,2521000.0,-23126000.0,-5261290.0,-5261290.0,-2332839,0,2928451,0,0,-2332839.0,-2928451.0,-2928451,0,1375091.0,-5261290,-5261290.0,1553360.0,294731000.0,,
AZRX,2019-12-31,1820080.0,7249000.0,561929000.0,2637303.0,-676526.0,9000000.0,3408286.0,159777.0,-1266555.0,580000.0,4285636.0,175796.0,41047.0,-1266555.0,1886686.0,16336000.0,-62694732.0,4250000.0,2680.0,8902880.0,392989.0,27049000.0,4617244.0,4285636.0,68575851.0,3407084.0,13874000.0,44048000.0,294731000.0,-6855.0,341623.0,-487878.0,-482000.0,-14000.0,-20000.0,-240512.0,-3225985.0,12406.0,-3000.0,-1374029.0,-1281623,-919945.0,1846405.0,1861672.0,-6855.0,-1021884,144000.0,2521000.0,-23126000.0,-1281623.0,-1281623.0,-155784,0,1125839,0,0,-155784.0,-1125839.0,-1125839,0,-487438.0,-1281623,-1281623.0,1613277.0,294731000.0,,
AZRX,2019-09-30,2313508.0,7249000.0,561929000.0,2090233.0,-2170112.0,9000000.0,3729814.0,285354.0,-1357146.0,580000.0,5819486.0,1549825.0,48669.0,-1357146.0,1832915.0,16336000.0,-61413109.0,4250000.0,2615.0,9435723.0,436320.0,27049000.0,3201774.0,6233949.0,65969414.0,3538971.0,13874000.0,44048000.0,294731000.0,-3906.0,-157997.0,-68829.0,-482000.0,-14000.0,-20000.0,533341.0,-4153740.0,-6562.0,-3000.0,239138.0,-4192472,71468.0,4403346.0,-64714.0,-3906.0,-339251,4468060.0,2521000.0,-23126000.0,-4192472.0,-4192472.0,-110398,0,4082074,0,0,-110398.0,-4082074.0,-4082074,0,1871983.0,-4192472,-4192472.0,2210091.0,294731000.0,,
AZRX,2019-06-30,2271144.0,7249000.0,561929000.0,2119700.0,-2636496.0,9000000.0,3628632.0,349901.0,-1218905.0,580000.0,6221272.0,1310687.0,49275.0,-1218905.0,1913740.0,16336000.0,-57220637.0,4250000.0,2110.0,9612406.0,455560.0,27049000.0,2948102.0,6664304.0,61385534.0,3670858.0,13874000.0,44048000.0,294731000.0,15.0,335887.0,-43644.0,-482000.0,-14000.0,-20000.0,148814.0,-4025980.0,-5292.0,-3000.0,896829.0,-5042837,150402.0,4928086.0,-95870.0,15.0,425397,5023956.0,2521000.0,-23126000.0,-5042837.0,-5042837.0,-110646,0,4932191,0,0,-110646.0,-4932191.0,-4932191,0,2193423.0,-5042837,-5042837.0,2738768.0,294731000.0,,
XXII,2020-03-31,1446000.0,2448000.0,292000.0,1132000.0,49797000.0,8096000.0,38495000.0,3701000.0,-186000.0,580000.0,5035000.0,719000.0,49275.0,-186000.0,1913740.0,16336000.0,-129721000.0,4250000.0,1000.0,64464000.0,71000.0,27049000.0,58309000.0,6155000.0,188215000.0,8512000.0,33274000.0,587000.0,294731000.0,-8000.0,803000.0,-266000.0,-182000.0,-14000.0,-20000.0,328000.0,-4662000.0,-5292.0,-3000.0,234000.0,-4028000,-744000.0,4928086.0,-95870.0,4896000.0,-573000,5023956.0,5007000.0,-23126000.0,-4028000.0,-4028000.0,152000,6771000,11200000,7058000,38000,-12000.0,-4142000.0,-4142000,287000,3141000.0,-4028000,-3990000.0,960000.0,294731000.0,,
XXII,2019-12-31,1997820.0,2266304.0,292177.0,866860.0,53556909.0,8402527.0,42743498.0,3721949.0,7074.0,580000.0,5780380.0,485111.0,49275.0,7074.0,1913740.0,16336000.0,-125693027.0,4250000.0,1384.0,68951365.0,4850.0,27049000.0,62050822.0,6900543.0,187735391.0,8493913.0,38477074.0,580709.0,294731000.0,-27980.0,2377727.0,-92892.0,14174.0,-14000.0,-20000.0,313945.0,-2889823.0,-5292.0,-3000.0,-132672.0,-6198431,935063.0,4928086.0,-95870.0,-7558466.0,-239409,5023956.0,-7408655.0,-23126000.0,-6198431.0,-6198431.0,-644485,7037256,12815935,7261989,0,-19832.0,-5553946.0,-5553946,224733,3838327.0,-6198431,-6198431.0,1626409.0,294731000.0,,
XXII,2019-09-30,1646780.0,2384130.0,589359.0,773968.0,46774293.0,1682048.0,47749964.0,3896537.0,114322.0,580000.0,5027328.0,617783.0,49275.0,114322.0,1913740.0,16336000.0,-119494595.0,4250000.0,1258.0,61864260.0,594339.0,27049000.0,55310004.0,6554256.0,174689019.0,8535711.0,43101178.0,576736.0,294731000.0,-101600.0,7119740.0,136718.0,-334061.0,-14000.0,-20000.0,390405.0,-2952728.0,-5292.0,-3000.0,-256644.0,-10245717,-52121.0,4928086.0,-95870.0,2696084.0,32309,5023956.0,2997537.0,-23126000.0,-10245717.0,-10245717.0,-4503550,6482982,12204081,6461914,0,-12795.0,-5742167.0,-5742167,-21068,3338005.0,-10245717,-10245717.0,1992687.0,294731000.0,,
XXII,2019-06-30,2220853.0,2931655.0,559485.0,910686.0,52557089.0,4641946.0,52086071.0,4063204.0,201779.0,580000.0,7181166.0,874427.0,49275.0,201779.0,1913740.0,16336000.0,-109248878.0,4250000.0,1247.0,70546185.0,90040.0,27049000.0,62312053.0,8234132.0,171357905.0,9754964.0,46095682.0,598431.0,294731000.0,-272523.0,3821441.0,564190.0,402740.0,-14000.0,-20000.0,370048.0,-4063023.0,-5292.0,-3000.0,285467.0,-8041682,29061.0,4928086.0,-95870.0,4748490.0,-1208821,5023956.0,5257623.0,-23126000.0,-8041682.0,-8041682.0,-3012843,5901279,10843818,5814979,0,-13095.0,-5028839.0,-5028839,-86300,2585883.0,-8041682,-8041682.0,1986608.0,294731000.0,,
ABTX,2020-03-31,3953574000.0,12617000.0,298436000.0,910686.0,462065000.0,521048000.0,204709000.0,66798000.0,7486000.0,580000.0,3957395000.0,174889000.0,3965346000.0,7486000.0,223642000.0,40005000.0,164858000.0,17203000.0,20355000.0,5002429000.0,90040.0,27049000.0,706593000.0,4295836000.0,513894000.0,20886000.0,46095682.0,598431.0,294731000.0,-1510000.0,10633000.0,564190.0,402740.0,-2033000.0,-6485000.0,1856000.0,10410000.0,-5292.0,-9302000.0,-171359000.0,3516000,-1482000.0,-9595000.0,115000000.0,-172174000.0,0,1157000.0,-115612000.0,-114417000.0,3516000.0,3516000.0,-1622000,0,30779000,36760000,843000,-13095.0,5981000.0,0,36760000,25891000.0,3516000,4359000.0,1986608.0,294731000.0,4888000.0,
ABTX,2019-12-31,4068101000.0,8337000.0,183302000.0,910686.0,464347000.0,378787000.0,370053000.0,66790000.0,4900000.0,580000.0,4075294000.0,346248000.0,3931506000.0,4900000.0,223642000.0,15583000.0,163375000.0,15468000.0,20524000.0,4992654000.0,90040.0,27049000.0,709865000.0,4282789000.0,521066000.0,21876000.0,46095682.0,598431.0,294731000.0,-1106000.0,179000.0,564190.0,402740.0,-2033000.0,7967000.0,2038000.0,12104000.0,-5292.0,-11508000.0,45629000.0,13986000,-2676000.0,77354000.0,-84089000.0,-43829000.0,0,1850000.0,-21774000.0,171101000.0,13986000.0,13986000.0,-2791600,0,26639400,46993000,3576000,-13095.0,20353600.0,0,46993000,23472400.0,13986000,17562000.0,1986608.0,294731000.0,3167000.0,
